edicion_envipe,anio_referencia,ambito,unidad_medida,serie_id,indicador_id,indicador,delito,medio_comision,estatus,variable_fuente,bpcod_filtro,valor_filtro,estimacion_incidentes,estimacion_incidentes_redondeada,n_muestra_numerador,estimacion_total_delito,n_muestra_total_delito,porcentaje_sobre_total_delito,estimacion_respuestas_validas,n_muestra_respuestas_validas,porcentaje_sobre_respuestas_validas,factor_expansion,multirrespuesta,los_componentes_pueden_traslaparse,comparabilidad_historica,ruptura_serie,precision_calculada,publicar_sin_cv_ee_ic,archivo_zip,archivo_dbf,sha256_zip,url_edicion_inegi,url_documento_regla,url_diseno_muestral,nota_metodologica
2015,2014,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",7613118.0,7613118,6743,11412342.0,10351,66.70951501453426,11361933.0,10310,67.00548225376791,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe2015_dbf.zip,TMod_Vic.dbf,6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d,https://www.inegi.org.mx/programas/envipe/2015/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2015,2014,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,16294.0,16294,17,7969585.0,7113,0.20445230209603138,7955322.0,7091,0.20481886214033826,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2015_dbf.zip,TMod_Vic.dbf,6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d,https://www.inegi.org.mx/programas/envipe/2015/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2015,2014,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,7563190.0,7563190,6688,7969585.0,7113,94.9006755056882,7955322.0,7091,95.07082177189056,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2015_dbf.zip,TMod_Vic.dbf,6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d,https://www.inegi.org.mx/programas/envipe/2015/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2015,2014,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_TELEFONICA,Extorsiones telefónicas,Extorsión,Llamada telefónica,estimado,BP5_1,09,1,7546896.0,7546896,6671,7969585.0,7113,94.69622320359215,7955322.0,7091,94.86600290975022,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2015_dbf.zip,TMod_Vic.dbf,6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d,https://www.inegi.org.mx/programas/envipe/2015/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2015,2014,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,FRAUDE_INTERNET_CORREO,Fraudes por internet o correo electrónico,Fraude,Internet/correo electrónico,estimado,BP4_1,07|08,5,49928.0,49928,55,3442757.0,3238,1.4502330544967303,3406611.0,3219,1.4656208178744212,FAC_DEL,No,No,Condicionada: desde 2012 cambia la clasificación y cobertura del fraude,No,No,No recomendado,bd_envipe2015_dbf.zip,TMod_Vic.dbf,6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d,https://www.inegi.org.mx/programas/envipe/2015/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Desde datos 2012: fraude BPCOD=07/08 y BP4_1=5 es internet/correo electrónico.
2016,2015,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",6719954.0,6719954,6256,10326043.0,9828,65.07772628876327,10250853.0,9739,65.55507136820712,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe2016_dbf.zip,TMod_Vic.dbf,8c939550590bbb7941c65a2c9a3d87d8654cfe529e969f51265fe65974ef68a4,https://www.inegi.org.mx/programas/envipe/2016/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2016,2015,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,2318.0,2318,7,7100878.0,6655,0.032643850521020076,7055406.0,6596,0.03285423971349062,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2016_dbf.zip,TMod_Vic.dbf,8c939550590bbb7941c65a2c9a3d87d8654cfe529e969f51265fe65974ef68a4,https://www.inegi.org.mx/programas/envipe/2016/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2016,2015,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,6679495.0,6679495,6214,7100878.0,6655,94.06576200858542,7055406.0,6596,94.67201462254617,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2016_dbf.zip,TMod_Vic.dbf,8c939550590bbb7941c65a2c9a3d87d8654cfe529e969f51265fe65974ef68a4,https://www.inegi.org.mx/programas/envipe/2016/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2016,2015,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_TELEFONICA,Extorsiones telefónicas,Extorsión,Llamada telefónica,estimado,BP5_1,09,1,6677177.0,6677177,6207,7100878.0,6655,94.0331181580644,7055406.0,6596,94.63916038283267,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2016_dbf.zip,TMod_Vic.dbf,8c939550590bbb7941c65a2c9a3d87d8654cfe529e969f51265fe65974ef68a4,https://www.inegi.org.mx/programas/envipe/2016/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2016,2015,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,FRAUDE_INTERNET_CORREO,Fraudes por internet o correo electrónico,Fraude,Internet/correo electrónico,estimado,BP4_1,07|08,5,40459.0,40459,42,3225165.0,3173,1.2544784530403872,3195447.0,3143,1.2661452372704038,FAC_DEL,No,No,Condicionada: desde 2012 cambia la clasificación y cobertura del fraude,No,No,No recomendado,bd_envipe2016_dbf.zip,TMod_Vic.dbf,8c939550590bbb7941c65a2c9a3d87d8654cfe529e969f51265fe65974ef68a4,https://www.inegi.org.mx/programas/envipe/2016/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Desde datos 2012: fraude BPCOD=07/08 y BP4_1=5 es internet/correo electrónico.
2017,2016,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",7238643.0,7238643,7078,11409609.0,11272,63.44339231957905,11332391.0,11237,63.87569048755907,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe2017_dbf.zip,BASE_DE_DATOS_ENVIPE_2017_en/TMod_Vic.dbf,86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74,https://www.inegi.org.mx/programas/envipe/2017/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2017,2016,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,9217.0,9217,11,7503477.0,7386,0.12283638638460542,7492515.0,7372,0.12301610340453106,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2017_dbf.zip,BASE_DE_DATOS_ENVIPE_2017_en/TMod_Vic.dbf,86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74,https://www.inegi.org.mx/programas/envipe/2017/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2017,2016,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,7179236.0,7179236,7019,7503477.0,7386,95.6787899796321,7492515.0,7372,95.81877380292198,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2017_dbf.zip,BASE_DE_DATOS_ENVIPE_2017_en/TMod_Vic.dbf,86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74,https://www.inegi.org.mx/programas/envipe/2017/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2017,2016,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_TELEFONICA,Extorsiones telefónicas,Extorsión,Llamada telefónica,estimado,BP5_1,09,1,7170019.0,7170019,7008,7503477.0,7386,95.5559535932475,7492515.0,7372,95.69575769951744,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2017_dbf.zip,BASE_DE_DATOS_ENVIPE_2017_en/TMod_Vic.dbf,86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74,https://www.inegi.org.mx/programas/envipe/2017/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2017,2016,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,FRAUDE_INTERNET_CORREO,Fraudes por internet o correo electrónico,Fraude,Internet/correo electrónico,estimado,BP4_1,07|08,5,59407.0,59407,59,3906132.0,3886,1.5208651422942185,3839876.0,3865,1.547107250338292,FAC_DEL,No,No,Condicionada: desde 2012 cambia la clasificación y cobertura del fraude,No,No,No recomendado,bd_envipe2017_dbf.zip,BASE_DE_DATOS_ENVIPE_2017_en/TMod_Vic.dbf,86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74,https://www.inegi.org.mx/programas/envipe/2017/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Desde datos 2012: fraude BPCOD=07/08 y BP4_1=5 es internet/correo electrónico.
2018,2017,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",6262743.0,6262743,6140,11151411.0,10906,56.160991644913814,11097222.0,10868,56.43523216891578,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe2018_dbf.zip,BASE_DE_DATOS_ENVIPE_2018_dbf/TMod_Vic.dbf,8f0b102637183047f9123972e369fade1bf056f8f0a19801d36798f290b37cfb,https://www.inegi.org.mx/programas/envipe/2018/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2018,2017,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,6356.0,6356,5,6590728.0,6401,0.09643851180021387,6574720.0,6385,0.09667331840747591,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2018_dbf.zip,BASE_DE_DATOS_ENVIPE_2018_dbf/TMod_Vic.dbf,8f0b102637183047f9123972e369fade1bf056f8f0a19801d36798f290b37cfb,https://www.inegi.org.mx/programas/envipe/2018/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2018,2017,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,6145974.0,6145974,6029,6590728.0,6401,93.25182286387786,6574720.0,6385,93.47887058308186,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2018_dbf.zip,BASE_DE_DATOS_ENVIPE_2018_dbf/TMod_Vic.dbf,8f0b102637183047f9123972e369fade1bf056f8f0a19801d36798f290b37cfb,https://www.inegi.org.mx/programas/envipe/2018/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2018,2017,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_TELEFONICA,Extorsiones telefónicas,Extorsión,Llamada telefónica,estimado,BP5_1,09,1,6139618.0,6139618,6024,6590728.0,6401,93.15538435207765,6574720.0,6385,93.38219726467439,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2018_dbf.zip,BASE_DE_DATOS_ENVIPE_2018_dbf/TMod_Vic.dbf,8f0b102637183047f9123972e369fade1bf056f8f0a19801d36798f290b37cfb,https://www.inegi.org.mx/programas/envipe/2018/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2018,2017,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,FRAUDE_INTERNET_CORREO,Fraudes por internet o correo electrónico,Fraude,Internet/correo electrónico,estimado,BP4_1,07|08,5,116769.0,116769,111,4560683.0,4505,2.56034019465944,4522502.0,4483,2.581955740428639,FAC_DEL,No,No,Condicionada: desde 2012 cambia la clasificación y cobertura del fraude,No,No,No recomendado,bd_envipe2018_dbf.zip,BASE_DE_DATOS_ENVIPE_2018_dbf/TMod_Vic.dbf,8f0b102637183047f9123972e369fade1bf056f8f0a19801d36798f290b37cfb,https://www.inegi.org.mx/programas/envipe/2018/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Desde datos 2012: fraude BPCOD=07/08 y BP4_1=5 es internet/correo electrónico.
2019,2018,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",5473387.0,5473387,5468,10432419.0,10575,52.46517610153503,10386385.0,10534,52.697709549568984,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe2019_dbf.zip,TMod_Vic.dbf,f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046,https://www.inegi.org.mx/programas/envipe/2019/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2019,2018,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,28330.0,28330,23,5716346.0,5722,0.4955963127494382,5686738.0,5700,0.49817663483002034,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2019_dbf.zip,TMod_Vic.dbf,f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046,https://www.inegi.org.mx/programas/envipe/2019/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2019,2018,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,5263729.0,5263729,5270,5716346.0,5722,92.08205731423536,5686738.0,5700,92.56148252302111,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2019_dbf.zip,TMod_Vic.dbf,f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046,https://www.inegi.org.mx/programas/envipe/2019/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2019,2018,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_TELEFONICA,Extorsiones telefónicas,Extorsión,Llamada telefónica,estimado,BP5_1,09,1,5235399.0,5235399,5247,5716346.0,5722,91.58646100148592,5686738.0,5700,92.06330588819108,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe2019_dbf.zip,TMod_Vic.dbf,f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046,https://www.inegi.org.mx/programas/envipe/2019/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2019,2018,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,FRAUDE_INTERNET_CORREO,Fraudes por internet o correo electrónico,Fraude,Internet/correo electrónico,estimado,BP4_1,07|08,5,209658.0,209658,198,4716073.0,4853,4.445605485750539,4699647.0,4834,4.461143570995864,FAC_DEL,No,No,Condicionada: desde 2012 cambia la clasificación y cobertura del fraude,No,No,No recomendado,bd_envipe2019_dbf.zip,TMod_Vic.dbf,f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046,https://www.inegi.org.mx/programas/envipe/2019/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Desde datos 2012: fraude BPCOD=07/08 y BP4_1=5 es internet/correo electrónico.
2020,2019,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_ARMONIZADA,TOTAL_FRAUDE_EXTORSION_TELECOM_ARMONIZADO,Total armonizado: fraude por internet/correo y extorsión por teléfono o internet/correo,Fraude + extorsión,Medios de telecomunicaciones definidos por preguntas históricas,estimado,BP4_1+BP5_1,07|08|09,"BP4_1=5;BP5_1=1,3",4342611.0,4342611,3994,9194094.0,8640,47.232614763346994,9137769.0,8589,47.52375552500835,FAC_DEL,No,No,"Armonizada, no estrictamente comparable; ruptura conceptual en 2012",No estimable con la misma definición en 2024,No,No recomendado,bd_envipe_2020_dbf.zip,bd_envipe_2020_dbf/TMod_Vic.dbf,8d12bb0f71f13693367320c35cabfc1f7734a455ab43918856b16f83afb75348,https://www.inegi.org.mx/programas/envipe/2020/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf | https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,Suma sin doble conteo porque fraude y extorsión son BPCOD distintos. No incluye amenazas ni hostigamiento antes de 2024 porque el instrumento no captaba su medio de comisión.
2020,2019,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_INTERNET_CORREO,Extorsiones por internet o correo electrónico,Extorsión,Internet/correo electrónico,estimado,BP5_1,09,3,30568.0,30568,24,4617275.0,4212,0.6620355079565328,4582632.0,4186,0.6670402511046054,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe_2020_dbf.zip,bd_envipe_2020_dbf/TMod_Vic.dbf,8d12bb0f71f13693367320c35cabfc1f7734a455ab43918856b16f83afb75348,https://www.inegi.org.mx/programas/envipe/2020/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
2020,2019,Nacional,Incidentes delictivos estimados,SERIE_HISTORICA_MODALIDAD,EXTORSION_MEDIOS_TELECOM,Extorsiones por teléfono o internet/correo electrónico,Extorsión,Teléfono o internet/correo electrónico (unión),estimado,BP5_1,09,1|3,4134251.0,4134251,3791,4617275.0,4212,89.53876474760546,4582632.0,4186,90.21564463391344,FAC_DEL,No,No,Sí hasta el año de referencia 2023,Sí en 2024: BP5_1 cambia de significado,No,No recomendado,bd_envipe_2020_dbf.zip,bd_envipe_2020_dbf/TMod_Vic.dbf,8d12bb0f71f13693367320c35cabfc1f7734a455ab43918856b16f83afb75348,https://www.inegi.org.mx/programas/envipe/2020/,https://www.inegi.org.mx/contenidos/programas/envipe/2024/doc/cuest_modulo_envipe2024.pdf,https://www.inegi.org.mx/contenidos/programas/envipe/2025/doc/889463926689.pdf,BP5_1 clasifica el medio/tipo de extorsión hasta ENVIPE 2024 (datos 2023).
