zip_file,dbf_file,field_name,field_type,field_length,field_decimals
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_15,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_16_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_16_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_16_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_16_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_16_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_17,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_18,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_6,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_19_7,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_20,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_21,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_22,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_23,C,2,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_24,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_25,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_26_1,C,2,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_26_2,C,2,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_27,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_28,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_29,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_30,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_31,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_6,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_7,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_8,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_32_99,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_33_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_6,C,1,0
