anio,seccion,codigo_delito,delito,pregunta,modalidad_comision,estimacion,muestra,porcentaje,total_delito
2021,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Pago por un servicio/producto no entregado (al consumidor),2342027,2393,43.4031,5395988
2021,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Por internet/correo electrónico,201576,211,3.7357,5395988
2021,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Tarjeta de débito o crédito,2435274,2332,45.1312,5395988
2021,SECCIÓN IV. FRAUDE,08,Fraude al consumidor,Total por tipo de delito,Total,2215722,2262,100.0000,2215722
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Cobro de piso,65677,37,1.3376,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En la calle,221064,175,4.5021,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En negocio propio o familiar,38177,46,0.7775,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Laboral,24434,31,0.4976,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Otro,83051,66,1.6914,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Por internet/correo electrónico,33064,39,0.6734,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Telefónica,4432202,4203,90.2651,4910206
2021,SECCIÓN V. EXTORSIÓN,09,Extorsión,Total por tipo de delito,Total,4910206,4612,100.0000,4910206
2021,SECCIÓN VI. SECUESTRO PARA EXIGIR DINERO O BIENES,12,Secuestro para exigir dinero o bienes,Total por tipo de delito,Total,49197,58,100.0000,49197
2021,"SECCIÓN VII. HOSTIGAMIENTO, MANOSEO, EXHIBICIONISMO, INTENTO DE VIOLACIÓN",13,Hostigamiento o intimidación sexual,Total por tipo de delito,Total,1998457,1431,100.0000,1998457
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,02,"Robo de accesorios, refacciones o herramientas de vehículo",Total por tipo de delito,Total,2244101,5133,100.0000,2244101
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,03,Vandalismo,Total por tipo de delito,Total,1774162,4147,100.0000,1774162
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,Total por tipo de delito,Total,2757624,2778,100.0000,2757624
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,11,Lesiones por agresión física,Total por tipo de delito,Total,1017768,908,100.0000,1017768
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,14,Violación sexual,Total por tipo de delito,Total,94241,106,100.0000,94241
2022,SECCIÓN I. TODOS LOS TIPOS DE DELITO,15,Otros delitos,Total por tipo de delito,Total,122904,150,100.0000,122904
2022,SECCIÓN II. ROBO TOTAL DE VEHÍCULO,01,Robo total de vehículo,Total por tipo de delito,Total,446905,925,100.0000,446905
2022,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",04,Robo en casa habitación,Total por tipo de delito,Total,1593137,4134,100.0000,1593137
2022,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",05,Robo o asalto en la calle o transporte público,Total por tipo de delito,Total,5318660,3819,100.0000,5318660
2022,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",06,Robo en forma distinta a la anterior,Total por tipo de delito,Total,1267294,1471,100.0000,1267294
2022,SECCIÓN IV. FRAUDE,07,Fraude bancario,Total por tipo de delito,Total,3190116,3046,100.0000,3190116
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Cheque falso o sin fondos,20124,14,0.3731,5394290
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Dinero falso,269658,171,4.9990,5394290
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Otro,54316,50,1.0069,5394290
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Pago por un servicio/producto no entregado (al consumidor),2361782,2453,43.7830,5394290
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Por internet/correo electrónico,243215,199,4.5087,5394290
2022,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Tarjeta de débito o crédito,2441178,2452,45.2549,5394290
2022,SECCIÓN IV. FRAUDE,08,Fraude al consumidor,Total por tipo de delito,Total,2204174,2299,100.0000,2204174
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Cobro de piso,33211,29,0.7026,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En la calle,249201,240,5.2722,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En negocio propio o familiar,36574,46,0.7738,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Laboral,32512,44,0.6878,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Otro,59999,75,1.2694,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Por internet/correo electrónico,51623,57,1.0922,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Telefónica,4258130,4116,90.0863,4726724
2022,SECCIÓN V. EXTORSIÓN,09,Extorsión,Total por tipo de delito,Total,4726724,4616,100.0000,4726724
2022,SECCIÓN VI. SECUESTRO PARA EXIGIR DINERO O BIENES,12,Secuestro para exigir dinero o bienes,Total por tipo de delito,Total,57030,65,100.0000,57030
2022,"SECCIÓN VII. HOSTIGAMIENTO, MANOSEO, EXHIBICIONISMO, INTENTO DE VIOLACIÓN",13,Hostigamiento o intimidación sexual,Total por tipo de delito,Total,1793600,1538,100.0000,1793600
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,02,"Robo de accesorios, refacciones o herramientas de vehículo",Total por tipo de delito,Total,2741397,5712,100.0000,2741397
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,03,Vandalismo,Total por tipo de delito,Total,2139424,4732,100.0000,2139424
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,Total por tipo de delito,Total,3146232,2866,100.0000,3146232
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,11,Lesiones por agresión física,Total por tipo de delito,Total,1508588,1256,100.0000,1508588
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,14,Violación sexual,Total por tipo de delito,Total,96946,94,100.0000,96946
2023,SECCIÓN I. TODOS LOS TIPOS DE DELITO,15,Otros delitos,Total por tipo de delito,Total,162768,154,100.0000,162768
2023,SECCIÓN II. ROBO TOTAL DE VEHÍCULO,01,Robo total de vehículo,Total por tipo de delito,Total,532701,1035,100.0000,532701
2023,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",04,Robo en casa habitación,Total por tipo de delito,Total,1637965,4084,100.0000,1637965
2023,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",05,Robo o asalto en la calle o transporte público,Total por tipo de delito,Total,6136712,3951,100.0000,6136712
2023,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",06,Robo en forma distinta a la anterior,Total por tipo de delito,Total,1513412,1608,100.0000,1513412
2023,SECCIÓN IV. FRAUDE,07,Fraude bancario,Total por tipo de delito,Total,3587819,3278,100.0000,3587819
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Cheque falso o sin fondos,18511,17,0.2827,6547223
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Dinero falso,264969,149,4.0470,6547223
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Otro,60149,66,0.9187,6547223
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Pago por un servicio/producto no entregado (al consumidor),3202141,2990,48.9084,6547223
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Por internet/correo electrónico,329826,283,5.0376,6547223
2023,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Tarjeta de débito o crédito,2663873,2556,40.6871,6547223
2023,SECCIÓN IV. FRAUDE,08,Fraude al consumidor,Total por tipo de delito,Total,2959404,2788,100.0000,2959404
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Cobro de piso,36381,35,0.7421,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En la calle,342993,263,6.9968,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,En negocio propio o familiar,83721,54,1.7079,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Laboral,48198,43,0.9832,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Otro,65073,64,1.3274,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Por internet/correo electrónico,88319,90,1.8016,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue...?,Telefónica,4194543,3893,85.5659,4902122
2023,SECCIÓN V. EXTORSIÓN,09,Extorsión,Total por tipo de delito,Total,4902122,4468,100.0000,4902122
2023,SECCIÓN VI. SECUESTRO PARA EXIGIR DINERO O BIENES,12,Secuestro para exigir dinero o bienes,Total por tipo de delito,Total,72559,67,100.0000,72559
2023,"SECCIÓN VII. HOSTIGAMIENTO, MANOSEO, EXHIBICIONISMO, INTENTO DE VIOLACIÓN",13,Hostigamiento o intimidación sexual,Total por tipo de delito,Total,2285064,1521,100.0000,2285064
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,02,"Robo de accesorios, refacciones o herramientas de vehículo",Total por tipo de delito,Total,2686135,5782,100.0000,2686135
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,03,Vandalismo,Total por tipo de delito,Total,2145654,4799,100.0000,2145654
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,07,Fraude bancario,1.5a ¿El (DELITO) se realizó por medio de...?,Contacto presencial,537741,406,13.4032,4012043
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,07,Fraude bancario,1.5a ¿El (DELITO) se realizó por medio de...?,"Internet o medios electrónicos (redes sociales, correo electrónico, banca electrónica, etcétera)",3091750,2993,77.0617,4012043
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,07,Fraude bancario,1.5a ¿El (DELITO) se realizó por medio de...?,Llamada telefónica,323971,318,8.0750,4012043
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,07,Fraude bancario,1.5a ¿El (DELITO) se realizó por medio de...?,No sabe / no responde,47951,45,1.1952,4012043
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,07,Fraude bancario,1.5a ¿El (DELITO) se realizó por medio de...?,Otro,50808,33,1.2664,4012043
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,08,Fraude al consumidor,1.5a ¿El (DELITO) se realizó por medio de...?,Contacto presencial,747712,676,23.0516,3243646
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,08,Fraude al consumidor,1.5a ¿El (DELITO) se realizó por medio de...?,"Internet o medios electrónicos (redes sociales, correo electrónico, banca electrónica, etcétera)",2258830,2182,69.6386,3243646
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,08,Fraude al consumidor,1.5a ¿El (DELITO) se realizó por medio de...?,Llamada telefónica,302634,261,9.3301,3243646
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,08,Fraude al consumidor,1.5a ¿El (DELITO) se realizó por medio de...?,No sabe / no responde,3667,4,0.1131,3243646
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,08,Fraude al consumidor,1.5a ¿El (DELITO) se realizó por medio de...?,Otro,5270,6,0.1625,3243646
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,09,Extorsión,1.5a ¿El (DELITO) se realizó por medio de...?,Contacto presencial,523656,447,9.1549,5719981
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,09,Extorsión,1.5a ¿El (DELITO) se realizó por medio de...?,"Internet o medios electrónicos (redes sociales, correo electrónico, banca electrónica, etcétera)",343963,327,6.0134,5719981
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,09,Extorsión,1.5a ¿El (DELITO) se realizó por medio de...?,Llamada telefónica,4895851,4619,85.5921,5719981
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,09,Extorsión,1.5a ¿El (DELITO) se realizó por medio de...?,No sabe / no responde,32717,27,0.5720,5719981
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,09,Extorsión,1.5a ¿El (DELITO) se realizó por medio de...?,Otro,12459,9,0.2178,5719981
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,1.5a ¿El (DELITO) se realizó por medio de...?,Contacto presencial,2757727,2486,61.4745,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,1.5a ¿El (DELITO) se realizó por medio de...?,"Internet o medios electrónicos (redes sociales, correo electrónico, banca electrónica, etcétera)",699379,493,15.5904,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,1.5a ¿El (DELITO) se realizó por medio de...?,Llamada telefónica,1103824,1037,24.6061,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,1.5a ¿El (DELITO) se realizó por medio de...?,No sabe / no responde,32887,20,0.7331,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,1.5a ¿El (DELITO) se realizó por medio de...?,Otro,35787,39,0.7978,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,10,Amenazas,Total por tipo de delito,Total,4485971,3942,100.0000,4485971
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,11,Lesiones por agresión física,Total por tipo de delito,Total,1523988,1316,100.0000,1523988
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,13,Hostigamiento o intimidación sexual,1.5a ¿El (DELITO) se realizó por medio de...?,Contacto presencial,2173448,1531,97.1456,2237310
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,13,Hostigamiento o intimidación sexual,1.5a ¿El (DELITO) se realizó por medio de...?,"Internet o medios electrónicos (redes sociales, correo electrónico, banca electrónica, etcétera)",59181,65,2.6452,2237310
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,13,Hostigamiento o intimidación sexual,1.5a ¿El (DELITO) se realizó por medio de...?,Llamada telefónica,21789,25,0.9739,2237310
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,13,Hostigamiento o intimidación sexual,1.5a ¿El (DELITO) se realizó por medio de...?,No sabe / no responde,1140,3,0.0510,2237310
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,13,Hostigamiento o intimidación sexual,1.5a ¿El (DELITO) se realizó por medio de...?,Otro,8646,11,0.3864,2237310
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,14,Violación sexual,Total por tipo de delito,Total,167340,135,100.0000,167340
2024,SECCIÓN I. TODOS LOS TIPOS DE DELITO,15,Otros delitos,Total por tipo de delito,Total,250390,217,100.0000,250390
2024,SECCIÓN II. ROBO TOTAL DE VEHÍCULO,01,Robo total de vehículo,Total por tipo de delito,Total,526230,1028,100.0000,526230
2024,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",04,Robo en casa habitación,Total por tipo de delito,Total,1535043,3909,100.0000,1535043
2024,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",05,Robo o asalto en la calle o transporte público,Total por tipo de delito,Total,5750434,4014,100.0000,5750434
2024,"SECCIÓN III. ROBO EN CASA HABITACIÓN, ASALTO EN LA CALLE O TRANSPORTE PÚBLICO O ROBO DISTINTO DE LOS ANTERIORES",06,Robo en forma distinta a la anterior,Total por tipo de delito,Total,1236012,1298,100.0000,1236012
2024,SECCIÓN IV. FRAUDE,07,Fraude bancario,Total por tipo de delito,Total,4012043,3754,100.0000,4012043
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Cheque falso o sin fondos,13253,12,0.1827,7255689
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Dinero falso,211590,157,2.9162,7255689
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Otro,53559,42,0.7382,7255689
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Pago por un servicio/producto no entregado (al consumidor),3511814,3317,48.4008,7255689
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Por internet/correo electrónico,351065,323,4.8385,7255689
2024,SECCIÓN IV. FRAUDE,07-08,Fraude,4.1 ¿Qué tipo de fraude fue?,Tarjeta de débito o crédito,3100032,2967,42.7255,7255689
2024,SECCIÓN IV. FRAUDE,08,Fraude al consumidor,Total por tipo de delito,Total,3243646,3070,100.0000,3243646
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue de tipo...?,Cobro de piso,982361,935,17.1742,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue de tipo...?,Laboral,595196,559,10.4056,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1 ¿La extorsión fue de tipo...?,Otro,4142424,3840,72.4202,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1a ¿La extorsión sucedió en...?,En la calle,271865,214,51.9167,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1a ¿La extorsión sucedió en...?,En negocio propio o familiar,81510,81,15.5656,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1a ¿La extorsión sucedió en...?,En su casa,137638,124,26.2840,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,5.1a ¿La extorsión sucedió en...?,Otro lugar,45430,37,8.6755,5719981
2024,SECCIÓN V. EXTORSIÓN,09,Extorsión,Total por tipo de delito,Total,5719981,5334,100.0000,5719981
2024,SECCIÓN VI. SECUESTRO PARA EXIGIR DINERO O BIENES,12,Secuestro para exigir dinero o bienes,Total por tipo de delito,Total,75698,76,100.0000,75698
2024,"SECCIÓN VII. HOSTIGAMIENTO, MANOSEO, EXHIBICIONISMO, INTENTO DE VIOLACIÓN",13,Hostigamiento o intimidación sexual,Total por tipo de delito,Total,2237310,1606,100.0000,2237310
